Method,AddedNoise,Mass_m0,MeanTravelTime_m1,SpreadOfTravelTimes_m2,RMSE,CorrelationTime,FinalSigma,L2
Learn,0.030285192155295633,0.9977491990203735,12.61573859448881,22.551516693445258,0.004538003843326732,15.295036626786475,0.006234867016553754,0.0016324954823494554
