Method,AddedNoise,Mass_m0,MeanTravelTime_m1,SpreadOfTravelTimes_m2,RMSE,CorrelationTime,FinalSigma,L2,SolveTime_sec,SolveTime_min
Cirpka,0.029997367879709993,0.9967100530207983,12.624375059195138,22.570118384638022,0.0061737230559290425,30.0,0.008495401669636632,0.0013017853663504714,23.353497729054652,0.38922496215091085
