time,input,output,kernel,transfer_func_mean,transfer_func_p10,transfer_func_p90
0.0,4.1232037063561136e-11,-0.007463587589953046,0.00010376712809141176,0.0002480007961636427,0.0,0.000644477923449106
0.1,6.862897346441585e-11,-0.007066176956194822,0.00011873487153363578,0.00019601611659908927,0.0,0.0005933434561236171
0.2,1.1366029442577182e-10,0.008511420761270516,0.00013568208307865402,0.00025521905664332707,0.0,0.0006253126846572878
0.30000000000000004,1.8730035864492248e-10,-0.002165666772399637,0.000154843309378973,0.00015798563475203877,0.0,0.0005357813996951032
0.4,3.071121483486536e-10,-0.004312009758578598,0.0001764770002880401,0.00024766604180861707,0.0,0.0006090087573079714
0.5,5.010533092445761e-10,-0.005558204358441013,0.00020086742300129184,0.00020789147346181864,0.0,0.000598614708940111
0.6000000000000001,8.133911119927455e-10,-0.0020902723810082937,0.00022832666272182956,0.0003074427722954702,0.0,0.0006708143663401845
0.7000000000000001,1.3138429553654698e-09,-0.002709314205156419,0.00025919670499813827,0.0003025434854265001,0.0,0.000605823178914941
0.8,2.1116213069177406e-09,-0.0009070819595899682,0.00029385159340151974,0.00025349224365849894,0.0,0.0007453238880858155
0.9,3.3768918886329623e-09,0.0014238888665974157,0.00033269965459820506,0.00026494421543147504,0.0,0.0006001725016418783
1.0,5.373370903578122e-09,0.008203128753462904,0.0003761857811276971,0.00028021143221714976,0.0,0.0007325067759892737
1.1,8.50756001384682e-09,-0.005623040266070849,0.0004247937603289799,0.0004032700596270747,0.0,0.0007845195761118091
1.2000000000000002,1.3402683494668931e-08,0.0010803024270305524,0.000479048635866632,0.00039756929960271196,0.0,0.0007438568394911456
1.3,2.1009080230160768e-08,-0.004365889749642899,0.0005395190862087483,0.0003787812858366748,0.0,0.0007265981628377211
1.4000000000000001,3.2768069317632966e-08,0.002852018971818629,0.0006068198022100358,0.0004568544927517598,0.0,0.0009526783864652624
1.5,5.0853775710997475e-08,-0.006863009744309204,0.0006816138436713827,0.0005070341661812023,0.00010642373894486495,0.0009506137856162923
1.6,7.852791879709318e-08,0.006745933109419394,0.0007646149523998496,0.0005916644111142949,1.7819932308555322e-05,0.0010421199609774033
1.7000000000000002,1.2065727315590785e-07,-0.008046548679217095,0.0008565897969015731,0.0007314369851419717,0.00023031014532224375,0.0012686613559140915
1.8,1.8446393042566792e-07,-0.0075160051327161845,0.0009583601214291996,0.000856280861573086,0.00031426988273365776,0.0014788350831016388
1.9000000000000001,2.806066396565989e-07,-0.0007441395494151368,0.0010708047697031912,0.00100072833446195,0.0003752307490754225,0.0016210137116875294
2.0,4.2473002236348946e-07,-0.0031136387488275644,0.0011948615512637794,0.0011804723265835693,0.0005444707556880885,0.0018308538474765925
2.1,6.396707762547457e-07,0.0013009376361599106,0.0013315289161223165,0.0012769744468632508,0.0007822556064093413,0.0018844762572765741
2.2,9.585805033937248e-07,-0.004174727970973244,0.001481867401204586,0.0014304833654230013,0.0009347044288494551,0.0020951844152913603
2.3000000000000003,1.429319124070592e-06,0.005147883686361676,0.001647000810055116,0.0016730316417913659,0.0009788032531056609,0.0023706943364865543
2.4000000000000004,2.1205980058970498e-06,-0.006465284075519998,0.0018281170854437833,0.0019151191839027514,0.0011041907329357075,0.002558181851702419
2.5,3.1305166919790286e-06,0.007837229892982361,0.002026468832929299,0.002179247784575769,0.0016304366413353885,0.0028666682866643357
2.6,4.598352175607767e-06,-0.0015165583406324486,0.0022433734521360746,0.0024103793970337807,0.001750781097333741,0.0031465523928267125
2.7,6.7207380132641e-06,-0.004408427062275572,0.0024802128315398343,0.0026811371589306595,0.0021300055651296873,0.0032044094259149705
2.8000000000000003,9.773727650186912e-06,-0.008484952122587743,0.0027384325619826027,0.002831915603185537,0.002145549654839822,0.0034745584288293652
2.9000000000000004,1.4142690268488833e-05,-0.0076943619417592455,0.003019540623998655,0.003162495346738705,0.002528997306194545,0.0037783804034557484
3.0,2.036255909128299e-05,0.0038416222144369463,0.0033251055043783608,0.0034656941121505433,0.00291309487625771,0.004189084737229467
3.1,2.9171664834598936e-05,-0.008351567995364323,0.0036567536982736286,0.003903944687047308,0.0030515696352044984,0.004640733619553141
3.2,4.1583266606310716e-05,-0.0020100044159461605,0.004016166554601777,0.004273473240901754,0.0037716688688681265,0.005181227344780261
3.3000000000000003,5.897996632193273e-05,0.005001975461167226,0.004405076424575136,0.004737051489176577,0.0041886566827867575,0.005256033396138561
3.4000000000000004,8.323748847084009e-05,0.008578825896574774,0.0048252620759091135,0.005074486911567744,0.004370502749518299,0.005863263383982013
3.5,0.0001168858515663042,0.0003335974940544781,0.0052785433386729865,0.0054832976604868595,0.004772458143475797,0.006251651196209424
3.6,0.00016331777427950608,0.0045392399931004565,0.0057667749528713275,0.005964910514550538,0.00521113155122728,0.006679134648342035
3.7,0.00022705626526384602,-0.004583228673254072,0.006291839592697225,0.006489657620792354,0.005719944606625781,0.007141900523599422
3.8000000000000003,0.0003140957481890402,-0.00044639402377800693,0.006855640047991578,0.006982181098054791,0.006263983059752745,0.007680104485493632
3.9000000000000004,0.0004323337650932736,0.005260143540045665,0.007460090549775801,0.007529435267923816,0.006736492554295128,0.008244133885567825
4.0,0.0005921132543572178,-0.006496318922534558,0.008107107233788644,0.008166746206288353,0.007526392437035435,0.008974644760083163
4.1000000000000005,0.0008068985606909844,0.00449836811741607,0.008798597743730936,0.008839279268960524,0.008130083202990523,0.009548020502205158
4.2,0.0010941116167318596,-0.007728328296193657,0.009536449984372418,0.009530326303053406,0.008872081957412254,0.010154463477034754
