time,input,output,kernel,transfer_func_mean,transfer_func_p10,transfer_func_p90
0.0,4.1232037063561136e-11,0.007544660357680746,0.00010376712809141176,0.00044710171120082836,0.0,0.0014876274709103206
0.1,6.862897346441585e-11,-0.004699448479203352,0.00011873487153363578,0.0004948817002063844,0.0,0.001684312403699617
0.2,1.1366029442577182e-10,0.0054465993916822,0.00013568208307865402,0.00022495479278071022,0.0,0.0006337887740727055
0.30000000000000004,1.8730035864492248e-10,0.0012999331731276397,0.000154843309378973,0.00035683616773590863,0.0,0.000970200834946243
0.4,3.071121483486536e-10,-0.004358811099683543,0.0001764770002880401,0.0004084653744689986,0.0,0.00130905819540545
0.5,5.010533092445761e-10,0.0042713984067712495,0.00020086742300129184,0.0004238080767338876,0.0,0.0013480656282558513
0.6000000000000001,8.133911119927455e-10,-0.007616851875194444,0.00022832666272182956,0.00031944211690044323,0.0,0.001135392736137694
0.7000000000000001,1.3138429553654698e-09,0.008396922600368785,0.00025919670499813827,0.00046665934679667625,0.0,0.0014067012630394906
0.8,2.1116213069177406e-09,-0.002564123032153047,0.00029385159340151974,0.000387221589467048,0.0,0.0011294520022949684
0.9,3.3768918886329623e-09,0.004685320472957896,0.00033269965459820506,0.0003742488311157942,0.0,0.0013511310730713205
1.0,5.373370903578122e-09,0.001357310335876238,0.0003761857811276971,0.0005611910866572346,0.0,0.0016083425468590765
1.1,8.50756001384682e-09,-0.001236648466618864,0.0004247937603289799,0.000329142645374092,0.0,0.0010353206826106075
1.2000000000000002,1.3402683494668931e-08,-0.0025159873845551706,0.000479048635866632,0.0005484917778250525,0.0,0.0014910899752904527
1.3,2.1009080230160768e-08,0.0029340615380360462,0.0005395190862087483,0.0007806833236163989,0.0,0.0017480386519968755
1.4000000000000001,3.2768069317632966e-08,0.0033740143462664884,0.0006068198022100358,0.0005541948599137634,0.0,0.0015773354043231247
1.5,5.0853775710997475e-08,0.0007507819649883015,0.0006816138436713827,0.0007935572096079319,0.0,0.0021337387804807343
1.6,7.852791879709318e-08,0.00494387621882057,0.0007646149523998496,0.0010528964462352287,0.0,0.002471523476371464
1.7000000000000002,1.2065727315590785e-07,-0.0042485108389327285,0.0008565897969015731,0.0008422476140516089,0.0,0.0020115193480734045
1.8,1.8446393042566792e-07,0.0031632240073005235,0.0009583601214291996,0.0009434803104266826,0.0,0.0022458498466062554
1.9000000000000001,2.806066396565989e-07,-0.00100917937768989,0.0010708047697031912,0.0009278240085605809,0.0,0.0019571799688713047
2.0,4.2473002236348946e-07,0.002085344059358539,0.0011948615512637794,0.0012219433438440085,0.0,0.0025720969700077888
2.1,6.396707762547457e-07,0.0003822123372452803,0.0013315289161223165,0.001463866857692164,2.1759028211374574e-05,0.003188250612790877
2.2,9.585805033937248e-07,0.0027124955207280766,0.001481867401204586,0.0016213620844829969,7.670182127579417e-06,0.002949534472556493
2.3000000000000003,1.429319124070592e-06,-0.002171030417874794,0.001647000810055116,0.0015969738567977703,0.00035180558277466415,0.003156310408961951
2.4000000000000004,2.1205980058970498e-06,0.006214404529001801,0.0018281170854437833,0.00173416960334664,0.0002625749531317758,0.0032339592905014144
2.5,3.1305166919790286e-06,-0.001412727119482773,0.002026468832929299,0.0019316269392907939,0.00018216689463877554,0.0037295921888010424
2.6,4.598352175607767e-06,0.004283885575699337,0.0022433734521360746,0.002029389715329896,5.7300169590111855e-05,0.0037734468293363385
2.7,6.7207380132641e-06,0.004841933732089481,0.0024802128315398343,0.0022076940965620015,0.0009266592681692172,0.0037983636955706717
2.8000000000000003,9.773727650186912e-06,-0.008183456036852041,0.0027384325619826027,0.0027064752102672726,0.0014049651737879684,0.004477006229015733
2.9000000000000004,1.4142690268488833e-05,-0.006455470464602876,0.003019540623998655,0.002911303332177999,0.0009149218820027395,0.004656092279909644
3.0,2.036255909128299e-05,-0.0005462999868061952,0.0033251055043783608,0.003302116362873598,0.0012859467994161267,0.004907563109178766
3.1,2.9171664834598936e-05,-0.005258132930877184,0.0036567536982736286,0.003601302291511379,0.0017161117818353811,0.005195986299678354
3.2,4.1583266606310716e-05,0.0006968824779876894,0.004016166554601777,0.003989384993137794,0.0019350835690062885,0.006036539435362948
3.3000000000000003,5.897996632193273e-05,-0.0036370899099803645,0.004405076424575136,0.004211836898038011,0.0025259847982789215,0.006128032265526148
3.4000000000000004,8.323748847084009e-05,-0.0051826254582152615,0.0048252620759091135,0.0048905604417789515,0.0029632509092048466,0.006722934441339539
3.5,0.0001168858515663042,-0.0011064681452041573,0.0052785433386729865,0.005430836010910418,0.0035224250351203277,0.006911156350854755
3.6,0.00016331777427950608,-0.0056143408272300716,0.0057667749528713275,0.005921821655507271,0.003930728981441744,0.007815150858064928
3.7,0.00022705626526384602,0.008635243523636819,0.006291839592697225,0.0060882103813803936,0.004239118064435429,0.007838446513429886
3.8000000000000003,0.0003140957481890402,0.008450730358084621,0.006855640047991578,0.0067181249112289254,0.004539049667372572,0.008425539947993053
3.9000000000000004,0.0004323337650932736,0.0025471019552643997,0.007460090549775801,0.007682128124548089,0.005587044049030689,0.009801285424400874
4.0,0.0005921132543572178,-0.006535658551591372,0.008107107233788644,0.008184105851641926,0.006035242931952312,0.010372756209878504
4.1000000000000005,0.0008068985606909844,0.005299112809734017,0.008798597743730936,0.008989970150086233,0.007444376425515721,0.011130651778689438
4.2,0.0010941116167318596,-0.004079214518846937,0.009536449984372418,0.009554798902414329,0.0073674307099683605,0.011838724599639859
4.3,0.0014761580122163915,-0.0057587350629555115,0.010322520043757987,0.010697079717685699,0.008626926450383206,0.012464580644872467
