Method,AddedNoise,Mass_m0,MeanTravelTime_m1,SpreadOfTravelTimes_m2,RMSE,CorrelationTime,FinalSigma,L2,SolveTime_sec,SolveTime_min
Learn,0.0049668082729770035,0.9995020163029663,12.627618587504374,22.834317011735003,0.0008324650005403459,15.355248108578117,0.0011897208469682184,0.00097715202138757,7.360161924967542,0.1226693654161257
