time,transfer_fx,10th_pct,90th_pct
0.0,3.325684812374526e-05,0.0,0.0001008478962080228
0.1,0.09170492584369314,0.09165609081215773,0.09174030632407282
0.2,0.16597533078360655,0.1659288578029417,0.16601034470776233
0.30000000000000004,0.22525931482808817,0.2251951842639331,0.2253276157380567
0.4,0.27175364332890484,0.2716914800304555,0.2717951230656804
0.5,0.3073360485044375,0.3072666626232726,0.30741580859866946
0.6000000000000001,0.33369657792097296,0.3336476260302196,0.33377297430391906
0.7000000000000001,0.3522346641710392,0.35218189155107404,0.35232099527240845
0.8,0.36420868738876033,0.364134547558556,0.36427749947509386
0.9,0.37073340673457894,0.3706990309845513,0.3707690970891307
1.0,0.37266977471791274,0.37261075802151405,0.3727343701200826
1.1,0.3709393418214072,0.3708719493137665,0.37100268745860715
1.2000000000000002,0.36607010617238456,0.3660183221956159,0.3661308710954311
1.3,0.3588123824023519,0.35875812966053844,0.358874956201154
1.4000000000000001,0.34960546237124956,0.34953355168175104,0.34967891982203947
1.5,0.33885940742255855,0.33878176601206883,0.3389502745171524
1.6,0.3269996943847453,0.32693560830073676,0.3270624832073077
1.7000000000000002,0.31427779133136474,0.3142089270618639,0.3143434470297665
1.8,0.3011126144325876,0.30103773186693816,0.3012165787862315
1.9000000000000001,0.2875083448085309,0.2874570735733089,0.28759284334774193
2.0,0.2737800953461464,0.2737025110781356,0.2738641195421194
2.1,0.26002718411508263,0.259947134659886,0.26012336507077627
2.2,0.24642737457921893,0.24636639044702663,0.24649501339699043
2.3000000000000003,0.23303468089392282,0.2329525828059599,0.23309716008776096
2.4000000000000004,0.21992115438928692,0.21983646153292932,0.22002169953206746
2.5,0.20726919245433262,0.20719655611564058,0.20732251962208098
2.6,0.19489651297139615,0.1948250120284826,0.19497672454339116
2.7,0.18308499590172014,0.18302652228656272,0.18315214722598452
2.8000000000000003,0.1717046846724027,0.17163908136560885,0.17174599660675888
2.9000000000000004,0.16078425690142453,0.16074515947188514,0.16084372055645257
3.0,0.15044237114316783,0.1503965173470215,0.15050921617841162
3.1,0.14053176208869453,0.14043996315980875,0.14061573182855597
3.2,0.13117094051711056,0.13108501170310854,0.13124369690264276
3.3000000000000003,0.12230682972499854,0.12220787870051224,0.12243403361089744
3.4000000000000004,0.11388934259171775,0.11383199461787168,0.1139244100039159
3.5,0.1059880939036114,0.10594445131913213,0.10603096229302691
3.6,0.09852261540275771,0.09846837038675552,0.09860727295682953
3.7,0.09148739710138597,0.09136690994767735,0.09155423848239692
3.8000000000000003,0.08490345370248838,0.0848459984135861,0.08498223944444236
3.9000000000000004,0.0787349750514408,0.07867383580506429,0.07881856807487313
4.0,0.07292933691602109,0.07285662306829528,0.07301143381708611
4.1000000000000005,0.06750461100943794,0.06739899111581173,0.06759245147741173
4.2,0.062410120786681546,0.06231924644238634,0.0625453848084412
4.3,0.05768753307704679,0.05765358496699533,0.057736823276211144
4.4,0.05330347197274639,0.05324890579929831,0.05335436060196526
4.5,0.049165901515818976,0.04912328659797932,0.049224008308546466
4.6000000000000005,0.045308280028969784,0.045248461766853466,0.04537002774456931
4.7,0.04177682379587251,0.04170859536791174,0.04187520417251406
4.800000000000001,0.03845094615047899,0.038406055340472624,0.038483900070467605
4.9,0.03537403779057682,0.03529801125381951,0.035439976984387514
5.0,0.03246574542614133,0.03239538858589602,0.0325498420324741
5.1000000000000005,0.02979943107119909,0.02973391395258901,0.029873017787248816
5.2,0.027313540974038604,0.02720249107765941,0.027393100146155293
5.300000000000001,0.02504039601448386,0.02497041306415417,0.02513873256506292
5.4,0.022886050613745913,0.02282670090952994,0.02292651697275307
5.5,0.020928940405652192,0.020874908798680435,0.020993408100202737
5.6000000000000005,0.019088846739247378,0.019028777172854373,0.019144229581469253
5.7,0.017412156266179202,0.017334779007252388,0.01750273389951525
5.800000000000001,0.01583428988328002,0.015764004706191038,0.015899386405051258
5.9,0.014436677544571088,0.014379688346372594,0.01449192409452873
6.0,0.01305658900773583,0.013013037763511648,0.013096810317572576
6.1000000000000005,0.011827203297289193,0.011753986352639356,0.011918060750729953
6.2,0.010678490798525734,0.010611135942977334,0.010743682798656933
6.300000000000001,0.009605080439000007,0.009543064789083561,0.009680862102631907
6.4,0.008589916807633331,0.008548534040702304,0.008645933522250283
6.5,0.0077031298212366294,0.007658908804149855,0.007772650430137118
6.6000000000000005,0.006874525651600274,0.006822254222064783,0.006926039586604293
6.7,0.006081494134355712,0.006017477189352994,0.006165812417992261
6.800000000000001,0.005368434555749842,0.005318250887913756,0.005412765824809452
6.9,0.004702890158106571,0.004638537233938783,0.004768886916888116
7.0,0.0040949604434182135,0.004010021312764256,0.004208175796306635
7.1000000000000005,0.003540299357903341,0.003479570452334957,0.0036243676362782474
7.2,0.003026274952328728,0.002949333140445776,0.003075161188705028
7.300000000000001,0.0025292753617203105,0.0024461788078966205,0.002625196891317516
7.4,0.0020676564798929637,0.0019985131919196706,0.0021148069127062017
7.5,0.0016711088589731553,0.0016055726316576147,0.0017459491662102477
7.6000000000000005,0.0012813539450562776,0.001218035699528719,0.0013629656614969788
7.7,0.0009557155723713832,0.0009079568545935168,0.0010198199227688942
7.800000000000001,0.0005933965313446176,0.0005488677363607392,0.0006739097386418424
7.9,0.0003139070206973039,0.0002789555808362848,0.0003548464071264079
