Method,AddedNoise,Mass_m0,MeanTravelTime_m1,SpreadOfTravelTimes_m2,RMSE,CorrelationTime,FinalSigma,L2
Learn,0.001008637804391866,1.0001869172797844,2.5033741177448365,1.110603951220112,0.0010034509716208397,3.855418142379897,0.0010813152646501954,0.01695043792615629
