Method,Mass_m0,MeanTravelTime_m1,SpreadOfTravelTimes_m2,RMSE,CorrelationTime,FinalSigma
Learn,0.9280860812693243,0.09003158229823739,0.2698222584878532,0.9567323912418945,0.10058294817188188,0.9602444203626234
