Method,AddedNoise,Mass_m0,MeanTravelTime_m1,SpreadOfTravelTimes_m2,RMSE,CorrelationTime,FinalSigma,L2
Cirpka,0.0009948771512435207,1.1005520350799138,14.646829337651871,74.05763826564504,0.7571488920376215,30.0,0.09,0.17591446236775188
