Method,Mass_m0,MeanTravelTime_m1,SpreadOfTravelTimes_m2,RMSE,CorrelationTime,FinalSigma
Learn,1.0070453535374277,0.024793482309427513,0.0016097104903980938,0.2476862228496559,0.08558941695702087,0.2480188154834082
