Method,AddedNoise,Mass_m0,MeanTravelTime_m1,SpreadOfTravelTimes_m2,RMSE,CorrelationTime,FinalSigma,L2
Learn,0.029961183055041717,1.0022559968533564,6.050831874308348,13.136750240121852,0.02993280406803275,10.8271289543276,0.04222820620909615,0.007028259029720072
