Method,AddedNoise,Mass_m0,MeanTravelTime_m1,SpreadOfTravelTimes_m2,RMSE,CorrelationTime,FinalSigma,L2
Learn,0.004962001278532564,1.0002043204059081,2.5005429984297725,1.045072047637263,0.0019057506397600764,3.8597511950537973,0.002007191677673439,0.025234641289558987
