Method,Mass_m0,MeanTravelTime_m1,SpreadOfTravelTimes_m2,RMSE,CorrelationTime,FinalSigma
Learn,1.0105541776733453,0.060596660173818366,0.0015530155742498218,0.22297009757893926,0.09853574558222541,0.2241066863207127
