time,input,output,transfer_func_mean,transfer_func_p10,transfer_func_p90
0.0,-0.0746396012366148,-0.0775227204281499,0.0,0.0,0.0
0.016666666666669938,-0.0694808159651345,-0.0723639351566696,3.8805796918256874,3.640685964352171,4.145095512369641
0.033333333333339876,-0.064328512331074,-0.067211631522607,14.954064742627661,14.73221633162739,15.171554402569857
0.050000000000009814,-0.0617547873119115,-0.0646379065034466,19.004966583467127,18.712316853794217,19.30800837899674
0.06666666666667975,-0.0591826781265432,-0.0620657973180762,11.110628327395053,10.85799601318038,11.31553053066618
0.08333333333334969,-0.054043301174292,-0.056926420365825,3.3023233078882295,3.0435618530384447,3.5325007319035775
0.10000000000001963,-0.0489103693276142,-0.0517934885191494,2.2598262878676114,2.0140442865406367,2.517128294015164
0.11666666666668957,-0.0412230296345292,-0.0441061488260623,2.5894223386510546,2.361700628066748,2.874335605248138
0.1333333333333595,-0.0412230296345292,-0.0441061488260623,1.258341246088589,0.982197799215893,1.5355135965163527
0.15000000000002944,-0.0335501234100704,-0.0364332426016034,0.43629360701447056,0.13048049655375804,0.712172125810012
0.16666666666669938,-0.0284428511261105,-0.0313259703176435,0.5355881223709572,0.32993206704939115,0.7710589488070485
0.18333333333336932,-0.023341963668981,-0.0262250828605161,0.43883496628516605,0.17162105531144872,0.6804433127376942
0.20000000000003926,-0.0182474490732282,-0.0211305682647612,0.27095545856899517,0.0030545277928369363,0.5382528486421616
0.2166666666667092,-0.181271387989275,-0.184154507180811,0.21441381075092034,0.0,0.4049005954922874
0.23333333333337913,-0.0080774907533566,-0.0109606099448897,0.11301118062158537,0.0,0.28587076679505063
0.25000000000004907,-0.0055389655984633,-0.0084220847899985,0.05465078763437913,0.0,0.1636832903333354
0.266666666666719,-0.0004666622201455,-0.0033497814116806,0.04619212099220183,0.0,0.12331580783324236
0.28333333333338895,0.0096589981829588,0.0067758789914258,0.02688280616724507,0.0,0.0993795139139334
0.3000000000000589,0.012186474724534,0.0093033555329988,0.02246645556930641,0.0,0.10235117249748371
0.3166666666667288,-0.150267308186672,-0.153150427378208,0.04138491917035802,0.0,0.1169312521926047
0.33333333333339876,-0.147694070286056,-0.150577189477591,0.010000181375901876,0.0,0.04030981257004662
0.3500000000000687,-0.0969005059112192,-0.0997836251027543,0.004061534794008746,0.0,0.0
0.36666666666673864,-0.0994555755460148,-0.102338694737548,0.00845853348583702,0.0,0.034789247432105874
0.3833333333334086,0.0398852546376275,0.0370021354460945,0.010672240116251647,0.0,0.045716654988895655
0.4000000000000785,-0.079059335673476,-0.0819424548650112,0.005319534318455383,0.0,0.010360668297708209
0.41666666666674845,-0.0739760591858612,-0.0768591783773964,0.0023247518879083696,0.0,0.0016471139652189937
0.4333333333334184,-0.0739760591858612,-0.0768591783773964,0.008225969399385632,0.0,0.042406473986945414
0.45000000000008833,0.0624077243809509,0.0595246051894179,0.002009055594308399,0.0,0.0
0.46666666666675827,-0.0714367804054326,-0.0743198995969678,0.0012174973240040696,0.0,0.0
0.4833333333334282,0.0723775180178862,0.069494398826351,0.003692180158363808,0.0,0.002428987084178824
0.5000000000000981,-0.0537057362652043,-0.0565888554567394,0.00207962464014256,0.0,0.0
0.5166666666667681,-0.0537057362652043,-0.0565888554567394,0.0008788992811501864,0.0,0.0
0.533333333333438,-0.0461301593103023,-0.0490132785018353,0.0010991958948015329,0.0,0.0
0.550000000000108,0.0922433830924035,0.0893602639008684,0.0007867398604222611,0.0,0.0
0.5666666666667779,-0.0360511748263598,-0.0389342940178949,1.6180672795851336e-05,0.0,0.0
0.5833333333334478,-0.0234873262426092,-0.0263704454341422,0.000767829041793951,0.0,0.0
0.6000000000001178,-0.0234873262426092,-0.0263704454341422,0.0001333115990415471,0.0,0.0
0.6166666666667877,-0.0234873262426092,-0.0263704454341422,0.0013972904461687717,0.0,0.0
0.6333333333334576,-0.0159675522228909,-0.0188506714144239,0.0018202107831080552,0.0,0.0
0.6500000000001276,-0.0034653641673266,-0.0063484833588596,0.0015775560214702229,0.0,0.0
0.6666666666667975,-0.0084616325961548,-0.0113447517876899,0.00022365323804570092,0.0,0.0
0.6833333333334675,-0.0009695291097486,-0.0038526483012837,0.0,0.0,0.0
0.7000000000001374,0.0065087963482881,0.0036256771567529,0.0001028266043813296,0.0,0.0
0.7166666666668073,0.0114867109507493,0.0086035917592163,0.0003401939987489415,0.0,0.0
0.7333333333334773,0.0164585300808127,0.0135754108892776,0.0020420517311129827,0.0,0.0
0.7500000000001472,0.0114867109507493,0.0086035917592163,0.000206373499101153,0.0,0.0
0.7666666666668172,0.0214242649275143,0.0185411457359791,0.0002575305549812922,0.0,0.0
0.7833333333334871,0.0263839266525238,0.0235008074609908,0.0,0.0,0.0
0.800000000000157,0.0362850752478081,0.033401956056273,0.0,0.0,0.0
0.816666666666827,0.0362850752478081,0.033401956056273,0.0002542781100749872,0.0,0.0
0.8333333333334969,0.0412265843053269,0.0383434651137918,0.0,0.0,0.0
0.8500000000001668,0.0461620646158146,0.0432789454242794,0.0,0.0,0.0
0.8666666666668368,0.0584744619162777,0.0555913427247447,0.0,0.0,0.0
0.8833333333335067,0.0584744619162777,0.0555913427247447,0.0,0.0,0.0
0.9000000000001767,0.0584744619162777,0.0555913427247447,0.0,0.0,0.0
0.9166666666668466,0.0633889282663546,0.0605058090748216,0.0,0.0,0.0
0.9333333333335165,0.0633889282663546,0.0605058090748216,0.0,0.0,0.0
0.9500000000001865,0.0780964948686453,0.0752133756771101,0.0,0.0,0.0
0.9666666666668564,0.0780964948686453,0.0752133756771101,0.0,0.0,0.0
0.9833333333335263,-0.0855793530176236,-0.0884624722091566,0.00019972008526397797,0.0,0.0
1.0000000000001963,-0.0805923776474145,-0.0834754968389475,0.0,0.0,0.0
1.0166666666668662,0.0903119042662794,0.0874287850747464,0.0,0.0,0.0
1.0333333333335362,-0.0756114514386056,-0.0784945706301407,0.0,0.0,0.0
1.050000000000206,-0.0681513802484559,-0.0710344994399911,0.0,0.0,0.0
1.066666666666876,0.102490315556573,0.0996071963650401,0.0,0.0,0.0
1.083333333333546,-0.0582256882858481,-0.0611088074773832,0.0004967110159842067,0.0,0.0
1.100000000000216,0.112206518771413,0.109323399579878,0.0,0.0,0.0
1.1166666666668859,-0.0458523124528639,-0.048735431644397,0.0,0.0,0.0
1.1333333333335558,0.114631896575496,0.111748777383961,0.0004219595072335058,0.0,0.0
1.1500000000002257,0.124318755733734,0.121435636542198,0.0,0.0,0.0
1.1666666666668957,0.129153412654968,0.126270293463433,0.0,0.0,0.0
1.1833333333335656,0.131568552584142,0.128685433392609,0.0,0.0,0.0
