Method,AddedNoise,Mass_m0,MeanTravelTime_m1,SpreadOfTravelTimes_m2,RMSE,CorrelationTime,FinalSigma,L2
Learn,0.005020257429618745,0.9993953200880912,5.989838465352237,11.789678275824102,0.0009230928957605061,10.752008986340673,0.001278203127753572,0.0027832845742081485
