Method,AddedNoise,Mass_m0,MeanTravelTime_m1,SpreadOfTravelTimes_m2,RMSE,CorrelationTime,FinalSigma,L2,SolveTime_sec,SolveTime_min
Cirpka,0.005034323374859809,0.9996484017027605,5.9894765471269995,11.790451636292415,0.0009425567997269231,30.0,0.0013053990982595,0.0005272508980295644,61.079397586057894,1.0179899597676316
