Method,Mass_m0,MeanTravelTime_m1,SpreadOfTravelTimes_m2,RMSE,CorrelationTime,FinalSigma
Learn,1.0002884641276826,0.012431057499226713,0.002758836800739673,0.1424601390060952,0.060203879514278184,0.14274929620741011
