time,input,output,kernel
0.0,4.1232037063561136e-11,4.2785300714443854e-16,0.00010376712809141176
0.1,6.862897346441585e-11,1.201711210407618e-15,0.00011873487153363578
0.2,1.1366029442577182e-10,2.5537303356729596e-15,0.00013568208307865402
0.30000000000000004,1.8730035864492248e-10,4.862728791475416e-15,0.000154843309378973
0.4,3.071121483486536e-10,8.743213875630845e-15,0.0001764770002880401
0.5,5.010533092445761e-10,1.5186423175769986e-14,0.00020086742300129184
0.6000000000000001,8.133911119927455e-10,2.578257096934618e-14,0.00022832666272182956
0.7000000000000001,1.3138429553654698e-09,4.306917060728103e-14,0.00025919670499813827
0.8,2.1116213069177406e-09,7.107401565184591e-14,0.00029385159340151974
0.9,3.3768918886329623e-09,1.161570446512588e-13,0.00033269965459820506
1.0,5.373370903578122e-09,1.8830856989229307e-13,0.0003761857811276971
1.1,8.50756001384682e-09,3.031404463364017e-13,0.0004247937603289799
1.2000000000000002,1.3402683494668931e-08,4.849235236835766e-13,0.000479048635866632
1.3,2.1009080230160768e-08,7.71196059626688e-13,0.0005395190862087483
1.4000000000000001,3.2768069317632966e-08,1.2197176462764863e-12,0.0006068198022100358
1.5,5.0853775710997475e-08,1.918905384219773e-12,0.0006816138436713827
1.6,7.852791879709318e-08,3.003410773478092e-12,0.0007646149523998496
1.7000000000000002,1.2065727315590785e-07,4.6772427053808954e-12,0.0008565897969015731
1.8,1.8446393042566792e-07,7.247904547606698e-12,0.0009583601214291996
1.9000000000000001,2.806066396565989e-07,1.117651554763491e-11,0.0010708047697031912
2.0,4.2473002236348946e-07,1.7150997075642527e-11,0.0011948615512637794
2.1,6.396707762547457e-07,2.6192349802665788e-11,0.0013315289161223165
2.2,9.585805033937248e-07,3.9808132936768567e-11,0.001481867401204586
2.3000000000000003,1.429319124070592e-06,6.02128851571483e-11,0.001647000810055116
2.4000000000000004,2.1205980058970498e-06,9.064293133877344e-11,0.0018281170854437833
2.5,3.1305166919790286e-06,1.358034955376088e-10,0.002026468832929299
2.6,4.598352175607767e-06,2.0250019124669567e-10,0.0022433734521360746
2.7,6.7207380132641e-06,3.0052594431201664e-10,0.0024802128315398343
2.8000000000000003,9.773727650186912e-06,4.438996996697083e-10,0.0027384325619826027
2.9000000000000004,1.4142690268488833e-05,6.52586735857471e-10,0.003019540623998655
3.0,2.036255909128299e-05,9.548743947545247e-10,0.0033251055043783608
3.1,2.9171664834598936e-05,1.390634419213016e-09,0.0036567536982736286
3.2,4.1583266606310716e-05,2.0157774235136456e-09,0.004016166554601777
3.3000000000000003,5.897996632193273e-05,2.9083006029405818e-09,0.004405076424575136
3.4000000000000004,8.323748847084009e-05,4.176451781575231e-09,0.0048252620759091135
3.5,0.0001168858515663042,5.969687423660337e-09,0.0052785433386729865
3.6,0.00016331777427950608,8.493296462708419e-09,0.0057667749528713275
3.7,0.00022705626526384602,1.2027804016029993e-08,0.006291839592697225
3.8000000000000003,0.0003140957481890402,1.695456867791699e-08,0.006855640047991578
3.9000000000000004,0.0004323337650932736,2.378935467946715e-08,0.007460090549775801
4.0,0.0005921132543572178,3.3226107374299935e-08,0.008107107233788644
4.1000000000000005,0.0008068985606909844,4.6193699753331274e-08,0.008798597743730936
4.2,0.0010941116167318596,6.39290621315694e-08,0.009536449984372418
4.3,0.0014761580122163915,8.807087015565878e-08,0.010322520043757987
4.4,0.001981675763034531,1.207788609546205e-07,0.011158619313409203
4.5,0.00264704228103316,1.6488488576963427e-07,0.012046500845580925
4.6000000000000005,0.0035181770399018517,2.2408300017750418e-07,0.012987844997219949
4.7,0.004652678385304558,3.0316724777928577e-07,0.013984244421185184
4.800000000000001,0.006122332440462384,4.0832731385511756e-07,0.015037188476421718
4.9,0.008016029647891287,5.475139108500885e-07,0.01614804714001141
5.0,0.01044311965517516,7.308876002005562e-07,0.017318054515222468
5.1000000000000005,0.013537227460888016,9.71366739880938e-07,0.018548292040706935
5.2,0.017460542446342733,1.2852923502813534e-06,0.01983967151670135
5.300000000000001,0.02240857661977043,1.6932298789040612e-06,0.021192918074315486
5.4,0.028615368652776862,2.220930072589021e-06,0.022608553223585712
5.5,0.03635908577535717,2.900473379329138e-06,0.02408687812476263
5.6000000000000005,0.04596794617174611,3.771624434310134e-06,0.02562795723512873
5.7,0.05782635027692315,4.8834251609295165e-06,0.027231602490343326
5.800000000000001,0.07238107070171419,6.296056753471596e-06,0.02889735818472765
5.9,0.09014730815803482,8.083002214639796e-06,0.03062448671888293
6.0,0.11171437586670019,1.0333542107160625e-05,0.032411955385438465
6.1000000000000005,0.13775072910456773,1.3155616655637496e-05,0.034258424364424014
6.2,0.16900801184381534,1.6679087222139546e-05,0.0361622360986403
6.300000000000001,0.20632375136548092,2.1059429410057675e-05,0.03812140621636602
6.4,0.2506222972159551,2.648188857950557e-05,0.040133616163713505
6.5,0.3029135761769314,3.316612636522155e-05,0.042196207701877826
6.6000000000000005,0.3642892235091948,4.137138388951056e-05,0.044306179415385
6.7,0.4359156561354265,5.140218381269697e-05,0.0464601853662344
6.800000000000001,0.5190236790269145,6.361458926021852e-05,0.04865453601557554
6.9,0.6148942648515946,7.842303315384976e-05,0.05088520151931327
7.0,0.7248402212817835,9.630772674645866e-05,0.05314781748688862
7.1000000000000005,0.85018356168968,0.00011782265145139422,0.05543769327354451
7.2,0.9922285235351491,0.0001436041336439272,0.057749822855808354
7.300000000000001,1.1522303334052784,0.0001743799982974749,0.0600788983178765
7.4,1.3313599956077398,0.0002109792944229122,0.06241932595327373
7.5,1.5306655779084815,0.00025434258362756106,0.06476524496181346
