Method,AddedNoise,Mass_m0,MeanTravelTime_m1,SpreadOfTravelTimes_m2,RMSE,CorrelationTime,FinalSigma,L2,SolveTime_sec,SolveTime_min
Cirpka,0.005013728975753273,1.0004078846073348,2.5070929382003024,1.197062971407873,0.0047388835696778224,30.0,0.005083891593527011,0.030959167324184772,82.74710178200621,1.379118363033437
