Method,Mass_m0,MeanTravelTime_m1,SpreadOfTravelTimes_m2,RMSE,CorrelationTime,FinalSigma
Learn,0.9971687527992735,0.024929476905289124,0.0003160993268533354,0.1829956340395156,0.0718660184330066,0.18370446547210487
