Method,AddedNoise,Mass_m0,MeanTravelTime_m1,SpreadOfTravelTimes_m2,RMSE,CorrelationTime,FinalSigma,L2,SolveTime_sec,SolveTime_min
Cirpka,0.030011386183435546,1.0017712854025793,2.506264042172031,1.0897021230677184,0.009843272428560255,30.0,0.01044545533066249,0.030600147395619927,59.73117051797453,0.9955195086329088
