Method,AddedNoise,Mass_m0,MeanTravelTime_m1,SpreadOfTravelTimes_m2,RMSE,CorrelationTime,FinalSigma,L2,SolveTime_sec,SolveTime_min
Learn,0.029885383404428603,0.9998443544870148,2.509197301740333,1.1524187525908116,0.011890960750938406,3.864849286680987,0.012371610265580134,0.032023828602873367,14.808784028980881,0.24681306714968135
