Method,AddedNoise,Mass_m0,MeanTravelTime_m1,SpreadOfTravelTimes_m2,RMSE,CorrelationTime,FinalSigma,L2
Learn,0.02999519468150603,1.0023173993434789,12.636108774727541,23.22459659680309,0.029027233521590548,15.429392143982513,0.04151982845764509,0.002928738389027164
