Method,AddedNoise,Mass_m0,MeanTravelTime_m1,SpreadOfTravelTimes_m2,RMSE,CorrelationTime,FinalSigma,L2
Cirpka,0.030033531769715037,0.9964500729124603,5.96303237715391,11.420090920852394,0.007075575031589161,30.0,0.009221160458509252,0.0027854250397212595
