Method,AddedNoise,Mass_m0,MeanTravelTime_m1,SpreadOfTravelTimes_m2,RMSE,CorrelationTime,FinalSigma,L2,SolveTime_sec,SolveTime_min
Learn,0.029946718819586188,0.9970099206691656,5.965719781175581,11.318682237883417,0.007105283795514517,10.701280259577928,0.009169299228298974,0.0038863701028527603,8.540369407972321,0.142339490132872
