Method,Mass_m0,MeanTravelTime_m1,SpreadOfTravelTimes_m2,RMSE,CorrelationTime,FinalSigma
Learn,1.0134401575056398,0.05372308723537586,0.032770550018648,0.13847088499752197,0.10204203029393875,0.13913699938072135
