Method,AddedNoise,Mass_m0,MeanTravelTime_m1,SpreadOfTravelTimes_m2,RMSE,CorrelationTime,FinalSigma,L2
Learn,0.08960304103751446,1.018044692242188,2.7277776896540495,5.133065685602142,0.09444202122893133,3.9807318588712426,0.09,0.029702132095384096
