Method,AddedNoise,Mass_m0,MeanTravelTime_m1,SpreadOfTravelTimes_m2,RMSE,CorrelationTime,FinalSigma,L2
Cirpka,0.09039367097566897,0.9789285469909331,13.809203035178633,74.3642170779891,1.1250840922361216,30.0,0.09,0.2264823556061609
