Method,AddedNoise,Mass_m0,MeanTravelTime_m1,SpreadOfTravelTimes_m2,RMSE,CorrelationTime,FinalSigma,L2,SolveTime_sec,SolveTime_min
Learn,0.090203789312859,1.0085621328369034,6.185853915468826,15.333688339240991,0.0879561167231265,10.979731100722363,0.12,0.009352066055441591,4.1353623669128865,0.06892270611521477
