Method,AddedNoise,Mass_m0,MeanTravelTime_m1,SpreadOfTravelTimes_m2,RMSE,CorrelationTime,FinalSigma,L2,SolveTime_sec,SolveTime_min
Learn,0.029942847142751226,1.0005820502336986,12.622794283158926,23.154414075608404,0.029821649773651454,15.387613512527132,0.04333548193279955,0.0027334360163961575,3.199533123988658,0.053325552066477634
