Method,AddedNoise,Mass_m0,MeanTravelTime_m1,SpreadOfTravelTimes_m2,RMSE,CorrelationTime,FinalSigma,L2
Learn,0.005,0.9995268989305117,12.627039377228241,22.831497283659676,0.0007607345634214976,15.355209842488607,0.0010898393756920103,0.0009044107327529854
