Method,AddedNoise,Mass_m0,MeanTravelTime_m1,SpreadOfTravelTimes_m2,RMSE,CorrelationTime,FinalSigma,L2,SolveTime_sec,SolveTime_min
Cirpka,0.08928657890381206,1.0171770264436197,12.493197572673248,28.763103123384056,0.21303712498061214,30.0,0.12,0.0606088403072381,12.60942414298188,0.210157069049698
