time,input,output,simulated
0.0,4.1232037063561136e-11,0.07697088205066308,0.0
0.1,6.862897346441585e-11,0.11373304469570933,0.0
0.2,1.1366029442577182e-10,-0.005811449737767524,0.0
0.30000000000000004,1.8730035864492248e-10,0.025048087048997497,0.0
0.4,3.071121483486536e-10,-0.13688322971414885,0.0
0.5,5.010533092445761e-10,0.06588003218073699,0.0
0.6000000000000001,8.133911119927455e-10,0.08273223282362262,0.0
0.7000000000000001,1.3138429553654698e-09,0.020631307029915277,0.0
0.8,2.1116213069177406e-09,-0.024759884696860086,0.0
0.9,3.3768918886329623e-09,0.060615614890217384,0.0
1.0,5.373370903578122e-09,0.14681983468351723,0.0
1.1,8.50756001384682e-09,0.15371838434783242,0.0
1.2000000000000002,1.3402683494668931e-08,-0.010295468813978461,0.0
1.3,2.1009080230160768e-08,0.08372334916873284,0.0
1.4000000000000001,3.2768069317632966e-08,-0.1182344673206212,0.0
1.5,5.0853775710997475e-08,0.06521714992129972,0.0
1.6,7.852791879709318e-08,-0.029611130618614357,0.0
1.7000000000000002,1.2065727315590785e-07,-0.13726125121765734,4.568241576864825e-10
1.8,1.8446393042566792e-07,-0.09165779449186111,1.1551306804828731e-09
1.9000000000000001,2.806066396565989e-07,0.09459205307793699,2.2177844172374347e-09
2.0,4.2473002236348946e-07,0.05137329049600525,3.826052544423443e-09
2.1,6.396707762547457e-07,0.0466410516660991,6.2482478491806995e-09
2.2,9.585805033937248e-07,0.048795499200788184,9.878231427906545e-09
2.3000000000000003,1.429319124070592e-06,-0.04902209298921838,1.529037597982351e-08
2.4000000000000004,2.1205980058970498e-06,-0.1398629869643691,2.3320360465858094e-08
2.5,3.1305166919790286e-06,0.1177967735545915,3.517434437234806e-08
2.6,4.598352175607767e-06,-0.09076347721127395,5.2586498930993584e-08
2.7,6.7207380132641e-06,0.1056444026591846,7.803550030162826e-08
2.8000000000000003,9.773727650186912e-06,-0.027542280974578233,1.1504527558273287e-07
2.9000000000000004,1.4142690268488833e-05,0.15585567124800326,1.6859848111193155e-07
3.0,2.036255909128299e-05,0.07097710699355798,2.45704775391148e-07
3.1,2.9171664834598936e-05,0.06892123784213587,3.5616811526203444e-07
3.2,4.1583266606310716e-05,-0.054499894876337315,5.136303316787254e-07
3.3000000000000003,5.897996632193273e-05,0.05117453898999105,7.369685996475092e-07
3.4000000000000004,8.323748847084009e-05,0.04310350368889215,1.0521629443123609e-06
3.5,0.0001168858515663042,-0.10539267214011265,1.49477392215075e-06
3.6,0.00016331777427950608,-0.010609075853124154,2.113209033015457e-06
3.7,0.00022705626526384602,-0.004572416056584746,2.9730043226425473e-06
3.8000000000000003,0.0003140957481890402,-0.048570820565445615,4.162394487263721e-06
3.9000000000000004,0.0004323337650932736,0.02391423521313257,5.799521231877464e-06
4.0,0.0005921132543572178,0.02617929587337003,8.041691760090202e-06
4.1000000000000005,0.0008068985606909844,0.014586924014380555,1.109720087724576e-05
4.2,0.0010941116167318596,-0.09795763833912166,1.5240316384847818e-05
4.3,0.0014761580122163915,-0.08976500620455852,2.083015246716715e-05
4.4,0.001981675763034531,0.13952690213835467,2.833427037975657e-05
4.5,0.00264704228103316,-0.06654103440147907,3.8357986585668066e-05
4.6000000000000005,0.0035181770399018517,0.09378986405990708,5.168050849439276e-05
4.7,0.004652678385304558,0.1107452291142388,6.929915956053394e-05
4.800000000000001,0.006122332440462384,-0.07210781057474581,9.248310980790336e-05
4.9,0.008016029647891287,0.11571287701604326,0.00012283814653403253
5.0,0.01044311965517516,0.08715209499533445,0.00016238415435203024
5.1000000000000005,0.013537227460888016,-0.032619752943975074,0.00021364704519468393
5.2,0.017460542446342733,0.020005611951954425,0.00027976693213342766
5.300000000000001,0.02240857661977043,0.1319333565564382,0.0003646243234081048
5.4,0.028615368652776862,0.12096856134594232,0.00047298602509777526
5.5,0.03635908577535717,-0.14348742847465967,0.000610672262256879
5.6000000000000005,0.04596794617174611,0.046743769896333304,0.0007847462267190244
5.7,0.05782635027692315,-0.03472259969822266,0.001003726851235349
5.800000000000001,0.07238107070171419,0.028015623526896606,0.0012778250264299496
5.9,0.09014730815803482,-0.03229465915487073,0.0016192027578311396
6.0,0.11171437586670019,-0.11436920514633238,0.002042253856072945
6.1000000000000005,0.13775072910456773,-0.03514190128727668,0.0025639036831328413
6.2,0.16900801184381534,-0.13746654286765422,0.003203924230087947
6.300000000000001,0.20632375136548092,-0.15013705092108104,0.003985259414109167
6.4,0.2506222972159551,0.09420936043478044,0.0049343539443438
6.5,0.3029135761769314,-0.05987959194791943,0.006081477487256736
6.6000000000000005,0.3642892235091948,0.12363704605174301,0.007461034202302085
6.7,0.4359156561354265,-0.07123058157550184,0.009111846066057834
6.800000000000001,0.5190236790269145,-0.06180082996280588,0.011077396859071054
6.9,0.6148942648515946,-0.08386918317088383,0.01340602232859753
7.0,0.7248402212817835,0.08769798477430166,0.01615103095500109
7.1000000000000005,0.85018356168968,-0.12367678020754683,0.019370739052493542
7.2,0.9922285235351491,-0.07293478787186299,0.023128403726084486
7.300000000000001,1.1522303334052784,-0.11099976367402414,0.027492037578258355
7.4,1.3313599956077398,-0.06993742959470152,0.032534090107673865
7.5,1.5306655779084815,-0.10352240643137393,0.038330982536854935
7.6000000000000005,1.751030677107889,-0.08519067252266364,0.04496248538722199
7.7,1.9931309606199625,0.1368222403518624,0.052510931515076534
7.800000000000001,2.2573898884820456,0.033700961150899676,0.061060261502666587
7.9,2.543934912500241,0.03143579416564963,0.07069490320788094
8.0,2.8525556139937946,0.09148583850151809,0.08149849280974819
