Method,AddedNoise,Mass_m0,MeanTravelTime_m1,SpreadOfTravelTimes_m2,RMSE,CorrelationTime,FinalSigma,L2
Learn,0.09047054211853543,1.0070144345850025,12.656969187756605,24.18725175412511,0.08989464952028713,15.668552404766881,0.09,0.005300856036515177
