Method,AddedNoise,Mass_m0,MeanTravelTime_m1,SpreadOfTravelTimes_m2,RMSE,CorrelationTime,FinalSigma,L2,SolveTime_sec,SolveTime_min
Learn,0.09,1.000884582200684,2.529120772851314,1.425592899613789,0.031593546994248364,3.8635030786331805,0.032023519196417084,0.03255888033062258,7.6561239790171385,0.1276020663169523
