Method,AddedNoise,Mass_m0,MeanTravelTime_m1,SpreadOfTravelTimes_m2,RMSE,CorrelationTime,FinalSigma,L2
Cirpka,0.09,1.0004926870586017,2.50492135245995,1.0856310959299555,0.031390033742218625,30.0,0.03292169796759107,0.031771161602373595
