Method,AddedNoise,Mass_m0,MeanTravelTime_m1,SpreadOfTravelTimes_m2,RMSE,CorrelationTime,FinalSigma,L2
Cirpka,0.08979595361223612,0.8359325988311798,13.31918297909356,74.76099161866532,1.7694528295817824,30.0,0.09,0.46699224553738045
