Method,AddedNoise,Mass_m0,MeanTravelTime_m1,SpreadOfTravelTimes_m2,RMSE,CorrelationTime,FinalSigma,L2,SolveTime_sec,SolveTime_min
Cirpka,0.005053779176908286,1.0007647622597513,6.001273302733981,12.166691594635955,0.005476986293801595,30.0,0.008171816720337234,0.004080433671426388,20.88128122803755,0.3480213538006259
