Method,AddedNoise,Mass_m0,MeanTravelTime_m1,SpreadOfTravelTimes_m2,RMSE,CorrelationTime,FinalSigma,L2,SolveTime_sec,SolveTime_min
Learn,0.09,0.9921900204870868,12.606623991962001,22.20870431360396,0.01477343358623119,15.180397522696941,0.01981347753619968,0.0027802369381471214,3.4455040539614856,0.05742506756602476
