Method,AddedNoise,Mass_m0,MeanTravelTime_m1,SpreadOfTravelTimes_m2,RMSE,CorrelationTime,FinalSigma,L2
Cirpka,0.09,0.9912927045418318,12.592745937244352,22.231813675976518,0.01937821296421011,30.0,0.025972655507819343,0.0038778410766168504
