Method,AddedNoise,Mass_m0,MeanTravelTime_m1,SpreadOfTravelTimes_m2,RMSE,CorrelationTime,FinalSigma,L2,SolveTime_sec,SolveTime_min
Cirpka,0.03,0.9999384867489098,2.500904982944085,1.0422068443886998,0.00890858110670702,30.0,0.00939786589995241,0.03166619137140016,49.191416588029824,0.8198569431338304
