Method,AddedNoise,Mass_m0,MeanTravelTime_m1,SpreadOfTravelTimes_m2,RMSE,CorrelationTime,FinalSigma,L2,SolveTime_sec,SolveTime_min
Learn,0.09,0.9917863753733788,5.941781624679361,10.963061275379085,0.024482105546118946,10.60863784515944,0.03003411382649609,0.005293292741702386,4.431828150060028,0.07386380250100047
