Method,AddedNoise,Mass_m0,MeanTravelTime_m1,SpreadOfTravelTimes_m2,RMSE,CorrelationTime,FinalSigma,L2
Cirpka,0.09,1.0107303385710809,5.872709427322693,13.663832158260586,0.15906944387396452,30.0,0.09,0.06885609278689517
