Method,AddedNoise,Mass_m0,MeanTravelTime_m1,SpreadOfTravelTimes_m2,RMSE,CorrelationTime,FinalSigma,L2
Cirpka,0.000994487320435551,0.9763923597672527,13.809456340895455,74.3721318517303,1.1152880873665774,30.0,0.09,0.22653331216855024
