Method,AddedNoise,Mass_m0,MeanTravelTime_m1,SpreadOfTravelTimes_m2,RMSE,CorrelationTime,FinalSigma,L2
Cirpka,0.001006594657462484,1.1004534489336673,14.634271219510568,74.01929860762571,0.7561493806213472,30.0,0.09,0.17574857769044291
