Method,AddedNoise,Mass_m0,MeanTravelTime_m1,SpreadOfTravelTimes_m2,RMSE,CorrelationTime,FinalSigma,L2
Cirpka,0.08962612892221614,0.9934379910200795,12.60971429010808,22.313494233179753,0.01461357524991455,30.0,0.019655238454851367,0.0026757224960351294
